Blue Mastery 1,Blue Mastery 2,Blue Mastery 3,Blue Mastery 4,Blue Mastery 5,Blue Masteries Avg,Blue Mastery Min,Blue Mastery Max,Blue Masteries Median,Blue Masteries Kurtorsis,Blue Masteries Skewness,Blue Masteries Std,Blue Masteries Variance,Blue Winrate 1,Blue Winrate 2,Blue Winrate 3,Blue Winrate 4,Blue Winrate 5,Blue Winrates Avg,Blue Winrate Min,Blue Winrate Max,Blue Winrates Median,Blue Winrates Kurtorsis,Blue Winrates Skewness,Blue Winrates Std,Blue Winrates Variance,Red Mastery 1,Red Mastery 2,Red Mastery 3,Red Mastery 4,Red Mastery 5,Red Mastery Min,Red Mastery Max,Red Masteries Avg,Red Masteries Median,Red Masteries Kurtorsis,Red Masteries Skewness,Red Masteries Std,Red Masteries Variance,Red Winrate 1,Red Winrate 2,Red Winrate 3,Red Winrate 4,Red Winrate 5,Red Winrates Avg,Red Winrate Min,Red Winrate Max,Red Winrates Median,Red Winrates Kurtorsis,Red Winrates Skewness,Red Winrates Std,Red Winrates Variance,Blue Won
370985,26548,45260,4165,62482,101888,4165,370985,45260,4.602692316,2.122310674,135940.1773,18479731792,0.461988304,0.479166667,0.777777778,1,0.545454545,0.652877459,0.461988304,1,0.545454545,-0.534699145,1.019725723,0.20700142,0.042849588,359,210086,24618,10578,4497,359,210086,50027.6,10578,4.787119448,2.179194779,80449.50651,6472123097,0,0.551282051,0.638888889,0.25,0,0.288034188,0,0.638888889,0.25,-2.789120914,0.209844281,0.268243339,0.071954489,1
3207,110556,146059,4081,8817,54544,3207,146059,8817,-2.457944029,0.754456585,61294.86085,3757059967,0,0.525179856,0.504065041,0.2,0.4,0.325848979,0,0.525179856,0.4,-0.858204362,-0.848674134,0.199503213,0.039801532,7259,71998,38817,11961,72599,7259,72599,40526.8,38817,-2.949157176,0.054174819,28088.20858,788947461,0.625,0.5,0.75,0.333333333,0.75,0.591666667,0.333333333,0.75,0.625,-0.760173892,-0.744424669,0.158989867,0.025277778,0
10499,17637,10016,2231,17281,11532.8,2231,17637,10499,-0.227714335,-0.644509182,5660.317461,32039193.76,0.571428571,0,0.25,0,0.2,0.204285714,0,0.571428571,0.2,0.919356417,1.048300818,0.209936822,0.044073469,18084,23511,148316,10395,230909,10395,230909,86243,23511,-1.163354155,0.976779319,88447.92942,7823036219,0.666666667,0.529411765,0.62962963,1,0.432989691,0.65173955,0.432989691,1,0.62962963,2.085645848,1.255847884,0.192256389,0.036962519,0
88902,42875,3938,31286,47850,42970.2,3938,88902,42875,1.438012818,0.512989292,27544.81777,758716985.8,0.347826087,0.560606061,0.5,0.333333333,0.307692308,0.409891558,0.307692308,0.560606061,0.347826087,-2.30682842,0.694713757,0.100987488,0.010198473,1888,12642,225025,50220,5399592,1888,5399592,1137873.4,50220,4.971105879,2.228214245,2132375.956,4.54703E+12,0.166666667,0.526315789,0,0.404761905,0.492003763,0.317949625,0,0.526315789,0.404761905,-1.54052304,-0.73968243,0.202596234,0.041045234,0
12908,9839,1124,51840,169522,49046.6,1124,169522,12908,3.381961734,1.851172966,62708.74738,3932386997,0.476190476,0.5,1,0.615384615,0.494623656,0.617239749,0.476190476,1,0.5,3.69374094,1.925646209,0.197577131,0.039036723,9199,212460,18547,164635,73282,9199,212460,95624.6,73282,-2.250199333,0.464002259,80402.0877,6464495707,0.222222222,0.540229885,0.5,0.543209877,0.572727273,0.475677851,0.222222222,0.572727273,0.540229885,4.356744512,-2.060678194,0.128823486,0.016595491,1
13001,126138,115775,8554,7523,54198.2,7523,126138,13001,-3.230675874,0.619830667,54637.37493,2985242740,0.25,0.580246914,0.352941176,0.5,0.25,0.386637618,0.25,0.580246914,0.352941176,-2.247350354,0.450116755,0.133274691,0.017762143,4200,4064,85799,43809,226960,4064,226960,72966.4,43809,2.393291163,1.56853667,82710.60021,6841043387,1,0.571428571,0.483146067,0.431818182,0.486842105,0.594646985,0.431818182,1,0.486842105,4.063839942,1.988197212,0.207565762,0.043083545,0
20739,11619,25621,52291,203915,62837,11619,203915,25621,4.266328239,2.048669839,71825.86718,5158955197,0.558823529,0.222222222,0,0.285714286,0.609929078,0.335337823,0,0.609929078,0.285714286,-1.442879647,-0.194092128,0.224969024,0.050611062,46719,14515,31201,4663,215842,4663,215842,62588,31201,4.327602421,2.050573174,77961.62697,6078015280,0.5625,0.625,0.526315789,0.5,0.452229299,0.533209018,0.452229299,0.625,0.526315789,0.032052072,0.346939184,0.058295139,0.003398323,0
36659,7742,3791,14203,1544,12787.8,1544,36659,7742,2.746176936,1.654185907,12685.9176,160932505.4,0.575,0.25,0.285714286,0.454545455,0,0.313051948,0,0.575,0.285714286,0.044804202,-0.403924632,0.195633132,0.038272322,58204,29558,283226,107129,90679,29558,283226,113759.2,90679,3.358686524,1.736737052,88850.29411,7894374763,0.591836735,0.771428571,0.519736842,0.466666667,0.582089552,0.586351673,0.466666667,0.771428571,0.582089552,1.931124073,1.180666992,0.103018199,0.010612749,1
353595,1144,2365,517510,7033,176329.4,1144,517510,7033,-1.892530614,0.858294412,217918.3804,47488420531,0.45890411,0,0.5,0.494252874,0.25,0.340631397,0,0.5,0.45890411,0.516908289,-1.273031914,0.193509764,0.037446029,16873,8672,22879,56445,88652,8672,88652,38704.2,22879,-0.460632152,1.000307012,29794.26117,887697999,0.636363636,1,0.357142857,0.666666667,0.484848485,0.629004329,0.357142857,1,0.636363636,1.088697424,0.826433427,0.216240591,0.046759993,0
1362,28199,29767,151195,62264,54557.4,1362,151195,29767,2.486292747,1.521339123,52033.25318,2707459436,0.2,0.4,0.416666667,0.508474576,0.435483871,0.392125023,0.2,0.508474576,0.416666667,3.036188067,-1.480931081,0.102950027,0.010598708,98879,158035,30439,235256,27264,27264,235256,109974.6,98879,-1.087291129,0.606319267,79114.21945,6259059719,0.44,0.356617647,0.523809524,0.47,0.558139535,0.469713341,0.356617647,0.558139535,0.47,-0.148762057,-0.544276253,0.069884461,0.004883838,0
4075,4889,21649,295233,25243,70217.8,4075,295233,21649,4.885090556,2.203990481,112832.8173,12731244660,0,0.307692308,0.25,0.467213115,0.666666667,0.338314418,0,0.666666667,0.307692308,0.174557857,-0.051312531,0.222541622,0.049524774,1247910,19711,2384745,125075,23343,19711,2384745,760156.8,125075,0.142133106,1.21862916,935058.6564,8.74335E+11,0.395973154,0.291666667,0.500888099,0.466666667,0.588235294,0.448685976,0.291666667,0.588235294,0.466666667,0.032989972,-0.343954457,0.099956075,0.009991217,0
15246,3596007,973,39886,7701,731962.6,973,3596007,15246,4.998306164,2.235597,1432082.658,2.05086E+12,0.448275862,0.501500214,0.5,0.432432432,0.636363636,0.503714429,0.432432432,0.636363636,0.5,2.387147214,1.451602782,0.071790069,0.005153814,62146,22730,43084,21018,7007,7007,62146,31197,22730,-0.50627159,0.644591525,19285.22543,371919920,0.523809524,0.25,0.166666667,0.5,0.555555556,0.399206349,0.166666667,0.555555556,0.5,-2.546070871,-0.675613935,0.159039381,0.025293525,0
9874,11236,30292,5999,22766,16033.4,5999,30292,11236,-1.40621592,0.741894625,9058.454782,82055603.04,0.666666667,0.636363636,0.363636364,0.230769231,0.217391304,0.42296544,0.217391304,0.666666667,0.363636364,-3.022255927,0.336062325,0.19372616,0.037529825,108089,75960,1434,12064,13903,1434,108089,42290,13903,-1.797402822,0.817951475,42075.70055,1770364576,0.509090909,0.471698113,1,0.611111111,0.368421053,0.592064237,0.368421053,1,0.509090909,2.737289038,1.559896288,0.218249042,0.047632644,0
13113,44300,7925,91620,273359,86063.4,7925,273359,44300,3.14659634,1.769638165,98267.05407,9656413915,0.277777778,0.439393939,0.4,0.272727273,0.536231884,0.385226175,0.272727273,0.536231884,0.4,-1.46423551,0.279303106,0.100156176,0.01003126,52291,3741,140759,47404,9017,3741,140759,50642.4,47404,2.136002673,1.399509318,49125.59813,2413324392,0.415584416,1,0.556291391,0.567567568,0.833333333,0.674555341,0.415584416,1,0.567567568,-1.329840923,0.574482056,0.211482086,0.044724673,0
18908,7295,18213,8994,54928,21667.6,7295,54928,18213,3.596667713,1.833277719,17280.021,298599125.8,0.384615385,0.333333333,0.333333333,0.2,0,0.25025641,0,0.384615385,0.333333333,1.244236188,-1.348974017,0.139290963,0.019401972,431558,8476,13032,430105,5487,5487,431558,177731.6,13032,-3.332306838,0.607986883,206669.6847,42712358593,0.497645212,0.583333333,0.428571429,0.495069034,0.833333333,0.567590468,0.428571429,0.833333333,0.497645212,2.750163025,1.610755058,0.141665168,0.02006902,0
9847,614763,5075,68132,19319,143427.2,5075,614763,19319,4.81404555,2.187438466,236733.8801,56042929978,0.6,0.481132075,0.75,0.5,0.6,0.586226415,0.481132075,0.75,0.6,0.594655188,0.886326892,0.095583498,0.009136205,33454,202124,137858,42316,8168,8168,202124,84784,42316,-1.303745241,0.8340461,73340.07971,5378767291,0.454545455,0.486842105,0.476923077,0.270588235,0.666666667,0.471113108,0.270588235,0.666666667,0.476923077,1.866490084,-0.087869661,0.12570367,0.015801413,1
42833,34832,42098,410094,92414,124454.2,34832,410094,42833,4.575224166,2.129007242,144286.7786,20818674492,0.5625,0.442307692,0.507936508,0.520408163,0.428571429,0.492344758,0.428571429,0.5625,0.507936508,-1.915382847,-0.032033397,0.0500463,0.002504632,219,52627,58524,937,303271,219,303271,83115.6,52627,4.069861393,1.973587293,112807.6861,12725574052,0,0.5,0.222222222,0,0.476190476,0.23968254,0,0.5,0.222222222,-2.981410042,0.094945554,0.218587047,0.047780297,1
9762,61615,95366,32061,10702,41901.2,9762,95366,32061,-0.771598624,0.817435039,32711.6693,1070053309,0.555555556,0.452830189,0.303030303,0.833333333,0.5,0.528949876,0.303030303,0.833333333,0.5,1.841136409,0.92137034,0.17379822,0.030205821,3996,3251,102887,499,570878,499,570878,136302.2,3996,4.342560767,2.075135202,220736.3871,48724552609,0,0.25,0.439306358,0,0.448979592,0.22765719,0,0.448979592,0.25,-3.008134886,-0.123578865,0.198964203,0.039586754,1
21438,54775,611823,88426,24055,160103.4,21438,611823,54775,4.767255404,2.173323383,227164.9528,51603915768,0.5,0.526315789,0.519313305,0.444444444,0.5,0.498014708,0.444444444,0.526315789,0.5,2.638626052,-1.523286325,0.028747999,0.000826447,5046,117618,34794,22475,2719,2719,117618,36530.4,22475,3.477614086,1.825133702,42214.32563,1782049288,0.5,0.510309278,0.6875,0.418604651,0.125,0.448282786,0.125,0.6875,0.5,1.941317474,-0.946258139,0.183923562,0.033827877,0
525630,10353,13861,284933,8979,168751.2,8979,525630,13861,-0.133806468,1.174876348,207590.3698,43093761651,0.5625,0.833333333,0.4,0.443548387,0.375,0.522876344,0.375,0.833333333,0.443548387,2.06771782,1.532518433,0.168055057,0.028242502,69697,48538,115378,116116,1994,1994,116116,70344.6,69697,-0.890110746,-0.532021464,43059.91148,1854155977,0.404761905,0.56,0.5,0.354166667,0.2,0.403785714,0.2,0.56,0.404761905,-0.000100768,-0.598062415,0.124620794,0.015530342,1
8676,21365,93418,2894,89763,43223.2,2894,93418,21365,-3.186880318,0.514053382,39957.99104,1596641048,0.5,0.571428571,0.530612245,0.6,0.575539568,0.555516077,0.5,0.6,0.571428571,-1.011459843,-0.571580526,0.035595513,0.001267041,18380,7554,18436,59912,129806,7554,129806,46817.6,18436,1.803300331,1.509219849,45198.18678,2042876089,0.727272727,0.727272727,0.25,0.5,0.487179487,0.538344988,0.25,0.727272727,0.5,-0.472262083,-0.563379478,0.178111459,0.031723692,0
3477,9575,16143,11483,1470,8429.6,1470,16143,9575,-1.576854764,0.059036758,5349.691789,28619202.24,0.3,0.375,0.555555556,0.277777778,0.333333333,0.368333333,0.277777778,0.555555556,0.333333333,2.90347088,1.667643154,0.099188062,0.009838272,20528,44686,77682,32514,26775,20528,77682,40437,32514,2.081457099,1.464268461,20253.57489,410207296,0.571428571,0.545454545,0.4,0.1,1,0.523376623,0.1,1,0.545454545,1.32280248,0.369225171,0.29135402,0.084887165,0
158,10243,30868,796955,10994,169843.6,158,796955,10994,4.979687761,2.230471076,313713.7788,98416335039,0,0.529411765,0.5,0.512027491,0,0.308287851,0,0.529411765,0.5,-3.323957505,-0.602271167,0.251889647,0.063448395,25945,55213,20835,48713,18148,18148,55213,33770.8,25945,-2.720648165,0.571640951,15203.20511,231137445.8,0.6,0.353535354,0.428571429,0.540540541,0.608695652,0.506268595,0.353535354,0.608695652,0.540540541,-1.800417904,-0.627654289,0.099815567,0.009963147,0
8267,30452,1635486,13491,95,337558.2,95,1635486,13491,4.995295471,2.234760905,649039.9753,4.21253E+11,0.363636364,0.384615385,0.515225335,0,0,0.252695417,0,0.515225335,0.363636364,-2.78460538,-0.325534042,0.212764037,0.045268535,12233,3968,22691,44860,358704,3968,358704,88491.2,22691,4.792835125,2.18030817,135799.6978,18441557925,0.666666667,1,0.513513514,0.833333333,0.487922705,0.700287244,0.487922705,1,0.666666667,-1.461216817,0.534856963,0.194238238,0.037728493,0
3426,13053,12730,3855,1107,6834.2,1107,13053,3855,-3.026598636,0.447582184,5034.40584,25345242.16,0.428571429,0.222222222,0.473684211,0.428571429,0,0.310609858,0,0.473684211,0.428571429,0.307686518,-1.214517337,0.178165073,0.031742793,29190,36741,139022,21652,19542,19542,139022,49229.4,29190,4.638411531,2.138184414,45303.64977,2052420682,0.4,0.596153846,0.4,0.4,0.411764706,0.44158371,0.4,0.596153846,0.4,4.928845755,2.217120458,0.077419267,0.005993743,0
13176,32160,23734,31574,37563,27641.4,13176,37563,31574,0.443965238,-0.959560963,8471.561924,71767361.44,0.583333333,0.648648649,0.395348837,0.365853659,0.615384615,0.521713819,0.365853659,0.648648649,0.583333333,-2.967213165,-0.497701608,0.117425833,0.013788826,1586,2576,2943,11173,268151,1586,268151,57285.8,2943,4.978427708,2.230192885,105488.6655,11127858549,0,0,0,0,0.360465116,0.072093023,0,0.360465116,0,5,2.236067977,0.144186047,0.020789616,1
5524,3213,13247,4452,25323,10351.8,3213,25323,5524,1.368470611,1.424550013,8265.55226,68319354.16,0.571428571,0.333333333,0.411764706,0.285714286,0.666666667,0.453781513,0.285714286,0.666666667,0.411764706,-1.940397479,0.470013423,0.144000478,0.020736138,8497,2761,7304,96618,341207,2761,341207,91277.4,8497,3.444253456,1.876055685,129794.1498,16846521313,1,0.5,0.6,0.52293578,0.519685039,0.628524164,0.5,1,0.52293578,4.315418929,2.064974811,0.188849807,0.035664249,0
12455,6011,26124,137509,17095,39838.8,6011,137509,17095,4.646387152,2.138735018,49272.78498,2427807340,0.421052632,0.5,0.714285714,0.666666667,0.5,0.560401003,0.421052632,0.714285714,0.5,-2.260895429,0.369307571,0.111074233,0.012337485,17455,10303,12785,2205,171136,2205,171136,42776.8,12785,4.884260336,2.202810961,64369.8757,4143480898,0.625,0.352941176,0.555555556,0.5,0.461538462,0.499007039,0.352941176,0.625,0.5,0.229713865,-0.385229384,0.091446244,0.008362415,1
1315,123,92006,30921,26774,30227.8,123,92006,26774,2.365482293,1.477218735,33380.24638,1114240849,0,0,0.5,0.333333333,0.378378378,0.242342342,0,0.5,0.333333333,-2.71816072,-0.278937933,0.205247292,0.042126451,462535,3738,40339,98500,35315,3738,462535,128085.4,40339,4.341905447,2.062529606,169999.9321,28899976910,0.569672131,0.8,0.456140351,0.513513514,0.428571429,0.553579485,0.428571429,0.8,0.513513514,2.462436366,1.543072724,0.132445253,0.017541745,0
47566,13244,5734,120306,50456,47461.2,5734,120306,47566,1.620508363,1.223227701,40564.321,1645464139,0.514285714,0.55,0.666666667,0.487179487,0.461538462,0.535934066,0.461538462,0.666666667,0.514285714,1.975413076,1.377337341,0.071650861,0.005133846,2986,16996,13611,4058,631186,2986,631186,133767.4,13611,4.990614242,2.233448629,248767.6374,61885337396,0,0.2,0.384615385,0,0.47826087,0.212575251,0,0.47826087,0.2,-2.533111683,0.185400411,0.195305539,0.038144253,1
18987,49200,2594,312,12047,16628,312,49200,12047,2.278271421,1.49390376,17610.51185,310130127.6,0.5,0.428571429,0.5,0,0.523809524,0.39047619,0,0.523809524,0.5,4.457717762,-2.097896107,0.197834077,0.039138322,1026,89870,260300,24381,69072,1026,260300,88929.8,69072,2.830442997,1.59832977,91276.05084,8331317456,1,0.486956522,0.475806452,0.428571429,0.583333333,0.594933547,0.428571429,1,0.486956522,3.82229685,1.932599434,0.208681601,0.043548011,0
31045,40127,59846,213991,34266,75855,31045,213991,40127,4.573842961,2.126439373,69788.12733,4870382716,0.461538462,0.47826087,0.440677966,0.444444444,0.634146341,0.491813617,0.440677966,0.634146341,0.461538462,4.312527058,2.051949606,0.072412098,0.005243512,59057,212460,17059,14315,74586,14315,212460,75495.4,59057,3.013228286,1.680335915,72371.54668,5237640769,0.5625,0.540229885,0.571428571,0.380952381,0.8,0.571022167,0.380952381,0.8,0.5625,2.106888939,0.635215288,0.133849414,0.017915666,0
38253,35483,1901,321,1547,15501,321,38253,1901,-3.260310203,0.615893553,17475.92827,305408068.8,0.529411765,0.458333333,0.2,0,0,0.23754902,0,0.529411765,0.2,-2.804431889,0.236195818,0.222799721,0.049639715,12079,94732,52050,90604,1497928,12079,1497928,349478.6,90604,4.946513494,2.220819962,575004.3783,3.3063E+11,0.333333333,0.666666667,0.285714286,0.49068323,0.512087912,0.457697086,0.285714286,0.666666667,0.49068323,-0.954826578,0.272764564,0.13620511,0.018551832,0
14694,40802,16570,198699,14836,57120.2,14694,198699,16570,4.598539143,2.135120454,71474.60388,5108618999,0.421052632,0.2,0.333333333,0.47706422,0.571428571,0.400575751,0.2,0.571428571,0.421052632,-0.149763368,-0.429905229,0.126659109,0.01604253,10694,13359,84598,363166,53138,10694,363166,104991,53138,4.141028424,2.005629927,131944.9024,17409457263,0.692307692,0.7,0.492537313,0.511627907,0.541666667,0.587627916,0.492537313,0.7,0.541666667,-3.137336809,0.478276354,0.090017778,0.0081032,0
2375,21811,32466,501534,102674,132172,2375,501534,32466,4.323467213,2.064921226,187758.6307,35253303403,0.666666667,0.444444444,0.538461538,0.25,0.542372881,0.488389106,0.25,0.666666667,0.538461538,1.247730455,-0.861507986,0.13853872,0.019192977,66251,88625,1641,335141,12565,1641,335141,100844.6,66251,3.625949739,1.851674136,121552.8534,14775096173,0.435294118,0.25,0,0.377192982,0,0.21249742,0,0.435294118,0.25,-2.870841721,-0.17407314,0.183564565,0.033695949,1
6971,33395,14835,190564,231632,95479.4,6971,231632,33395,-2.807436229,0.655791351,95676.89427,9154068098,1,0.591836735,0.25,0.377952756,0.493877551,0.542733408,0.25,1,0.493877551,1.706531743,1.178904461,0.255631093,0.065347256,124869,12307,88288,41115,6051,6051,124869,54526,41115,-1.618044403,0.612783102,45607.31257,2080026960,0.513888889,0.5,0.46835443,0.363636364,0.428571429,0.454890222,0.363636364,0.513888889,0.46835443,-0.04825134,-0.893422942,0.054253046,0.002943393,1
10102,9406,8937,8975,275632,62610.4,8937,275632,9406,4.999689439,2.235981351,106511.626,11344726463,0.409090909,0.615384615,1,0.5,0.546341463,0.614163398,0.409090909,1,0.546341463,3.091294124,1.645409012,0.204234765,0.041711839,1424,4889,176348,103950,12489,1424,176348,59820,12489,-0.690573846,1.060553492,69561.43015,4838792564,0.333333333,0.444444444,0.380530973,0.222222222,0.6,0.396106195,0.222222222,0.6,0.380530973,0.682681722,0.468444683,0.125162235,0.015665585,1
11056,2863,23193,45949,99944,36601,2863,99944,23193,1.693875609,1.391890643,34843.34911,1214058977,0.5,1,0.457142857,0.473684211,0.625,0.611165414,0.457142857,1,0.5,3.239137492,1.819275695,0.203157825,0.041273102,36223,285866,386,7289,27503,386,285866,71453.4,27503,4.711472934,2.155400089,107993.7288,11662645471,0.142857143,0.494505495,0,0.5,0.5,0.327472527,0,0.5,0.494505495,-2.185840049,-0.806728725,0.213893696,0.045750513,1
44899,26423,8257,446004,71893,119495.2,8257,446004,44899,4.672834815,2.146017473,164605.547,27094986106,0.391304348,0.611111111,0.333333333,0.371794872,0.5,0.441508733,0.333333333,0.611111111,0.391304348,-0.345088323,0.961220749,0.101260668,0.010253723,187379,13358,30214,616930,13578,13358,616930,172291.8,30214,3.30395074,1.844824498,231761.4622,53713375370,0.510121457,0.407407407,0.634146341,0.504,0.458333333,0.502801708,0.407407407,0.634146341,0.504,1.541034455,0.913319303,0.075344457,0.005676787,0
15644,55159,17831,12021,64928,33116.6,12021,64928,17831,-2.785197601,0.66344411,22279.13026,496359645,0.666666667,0.326530612,0.769230769,0.75,0.491071429,0.600699895,0.326530612,0.769230769,0.666666667,-0.963592488,-0.840451621,0.168660599,0.028446398,27598,21806,11170,22465,13325,11170,27598,19272.8,21806,-1.985117422,-0.152063856,6114.701805,37389578.16,0.369565217,0.25,0.666666667,0.516129032,0.692307692,0.498933722,0.25,0.692307692,0.516129032,-1.958295445,-0.341918486,0.170016305,0.028905544,1
1178,133,909,288565,10882,60333.4,133,288565,1178,4.975762664,2.229482322,114183.8982,13037962605,0,0,0,0.515151515,0.333333333,0.16969697,0,0.515151515,0,-1.545413026,0.920132699,0.21564178,0.046501377,68100,188505,130340,80799,8659,8659,188505,95280.6,80799,-0.063910991,0.241245735,60616.4229,3674350725,0.153846154,0.48,0.225806452,0.375,0.5,0.346930521,0.153846154,0.5,0.375,-2.398564625,-0.348887116,0.137024275,0.018775652,0
6567,29697,1353,70251,29929,27559.4,1353,70251,29697,1.101326455,1.046879612,24331.92679,592042661.4,0.555555556,0.5625,0.5,0.505263158,0.714285714,0.567520886,0.5,0.714285714,0.555555556,3.001202767,1.662585396,0.077644559,0.006028678,6592,1706295,635688,25526,214337,6592,1706295,517687.6,214337,2.425227805,1.623149461,635952.0399,4.04435E+11,0.333333333,0.5,0.34375,0.461538462,0.434782609,0.414680881,0.333333333,0.5,0.434782609,-2.515969008,-0.172127749,0.06561658,0.004305536,1
14150,302423,135823,1731,24561,95737.6,1731,302423,24561,1.384747111,1.443873742,113917.145,12977115914,0.333333333,0.518610422,0,0.166666667,0.484848485,0.300691781,0,0.518610422,0.333333333,-1.463288878,-0.518387154,0.195369381,0.038169195,11383,33267,6115,37322,172773,6115,172773,52172,33267,4.251366443,2.023821093,61493.92246,3781502499,0.363636364,0.666666667,0.666666667,0.566037736,0.536480687,0.559897624,0.363636364,0.666666667,0.566037736,1.101474009,-1.111988661,0.111268857,0.012380759,0
11777,26421,11678,79130,3963,26593.8,3963,79130,11777,3.565769621,1.867801192,27255.28914,742850786.2,0.6,0.1,0.25,0.56,0.333333333,0.368666667,0.1,0.6,0.333333333,-1.906325388,-0.076746083,0.188486369,0.035527111,51694,10277,24675,61529,99730,10277,99730,49581,51694,-0.175535466,0.513526216,31071.70715,965450985.2,0.5,0.421052632,0.666666667,0.277777778,0.571428571,0.487385129,0.277777778,0.666666667,0.5,-0.113905116,-0.4033838,0.132438323,0.017539909,0
235012,5986,151651,2517,18635,82760.2,2517,235012,18635,-1.366960918,0.935562411,94203.86737,8874368627,0.53125,0.384615385,0.607843137,0,0.142857143,0.333313133,0,0.607843137,0.384615385,-2.032949407,-0.376240646,0.230021206,0.052909755,123768,15242,13337,81965,21227,13337,123768,51107.8,21227,-1.125011388,0.978040582,44356.5612,1967504521,0.474358974,0.571428571,0.6,0.581395349,0.5,0.545436579,0.474358974,0.6,0.571428571,-2.394881841,-0.569625002,0.049116784,0.002412458,0
15319,38267,11332,4266,180931,50023,4266,180931,15319,4.390569718,2.0802783,66438.20007,4414034429,0.277777778,0.705882353,0.714285714,0.25,0.442922374,0.478173644,0.25,0.714285714,0.442922374,-2.992784668,0.18482847,0.20053156,0.040212907,121293,4067,7723,236663,36008,4067,236663,81150.8,36008,0.552477915,1.238354657,88506.34666,7833373399,0.46,0.285714286,0.368421053,0.46835443,0.625,0.441497954,0.285714286,0.625,0.46,0.463044576,0.415362661,0.113441951,0.012869076,1
78071,236592,146120,11364,1858,94801,1858,236592,78071,-0.834803587,0.701616138,87884.41791,7723670912,0.425531915,0.551075269,0.540540541,0.538461538,1,0.611121853,0.425531915,1,0.540540541,4.116786323,1.924650921,0.199768202,0.039907335,12402,116422,7386,39934,193642,7386,193642,73957.2,39934,-0.505561997,1.001069418,71422.76394,5101211209,0.4,0.432098765,0,0.538461538,0.461538462,0.366419753,0,0.538461538,0.432098765,3.949120799,-1.89956765,0.188865426,0.035670149,1
58860,71176,12706,928,106829,50099.8,928,106829,58860,-1.566761744,0.108732948,38872.38515,1511062327,0.541666667,0.5,0.857142857,1,0.427083333,0.665178571,0.427083333,1,0.541666667,-2.117617848,0.666470377,0.222793254,0.049636834,7465,363,72821,14431,15218,363,72821,22059.6,14431,4.205198189,1.992619373,25944.04579,673093511.8,0.5,0,0.475609756,0.5,0.2,0.335121951,0,0.5,0.475609756,-0.927363749,-1.021169753,0.202322035,0.040934206,1
63351,175416,29321,11862,10888,58167.6,10888,175416,29321,3.056621541,1.762210358,61621.01985,3797150087,0.489583333,0.307692308,0.25,0.375,0.275862069,0.339627542,0.25,0.489583333,0.307692308,0.676495441,1.132700028,0.085856789,0.007371388,475453,33673,11190,19641,11612,11190,475453,110313.8,19641,4.959798849,2.225095545,182750.9657,33397915462,0.49833887,0.733333333,0.555555556,0.5,0.555555556,0.568556663,0.49833887,0.733333333,0.555555556,3.374673195,1.771638225,0.086162594,0.007423993,0
38196,62988,31871,83824,2636954,570766.6,31871,2636954,62988,4.993580081,2.234281005,1033259.163,1.06762E+12,0.68,0.416666667,0.416666667,0.24137931,0.443438914,0.439630312,0.24137931,0.68,0.416666667,2.138757981,0.658209486,0.140107252,0.019630042,565034,2183,11721,30202,205205,2183,565034,162869,30202,2.476240267,1.669852161,214380.6267,45959053102,0.431034483,0.4,0.6,0.608695652,0.495901639,0.507126355,0.4,0.608695652,0.495901639,-2.757176216,0.085445449,0.085245363,0.007266772,0
24835,1147112,11813,32151,36094,250401,11813,1147112,32151,4.993228332,2.234159858,448431.8063,2.01091E+11,0.56,0.486842105,0.470588235,0.591836735,0.451612903,0.512175996,0.451612903,0.591836735,0.486842105,-2.206700213,0.57124154,0.05417048,0.002934441,11756,5811,261449,32788,422578,5811,422578,146876.4,32788,-1.042423715,0.995810209,167517.9904,28062277100,0.625,0.5,0.615384615,0.363636364,0.530805687,0.526965333,0.363636364,0.625,0.530805687,0.608014621,-0.962772645,0.094706911,0.008969399,0
11237,4549,6688,103929,21732,29627,4549,103929,11237,4.489010299,2.103509581,37620.24491,1415282827,0.5,0.428571429,0.2,0.574468085,0.542857143,0.449179331,0.2,0.574468085,0.5,2.433838806,-1.561826676,0.133843617,0.017914114,2317,4020,67314,14282,60225,2317,67314,29631.6,14282,-3.065721838,0.546098348,28261.53231,798714208.2,1,1,0.484848485,0.625,0.527777778,0.727525253,0.484848485,1,0.625,-3.126103683,0.435984498,0.227062754,0.051557494,0
34664,109335,89741,34075,15725,56708,15725,109335,34664,-2.301695512,0.571567571,36162.34819,1307715426,0.555555556,0.375,0.345454545,0.588235294,0.444444444,0.461737968,0.345454545,0.588235294,0.444444444,-2.618232225,0.208405779,0.096070483,0.009229538,5343,2344,27818,88929,117243,2344,117243,48335.4,27818,-2.264577086,0.621490683,46434.07527,2156123347,0.25,0.5,0,0.409090909,0.357142857,0.303246753,0,0.5,0.357142857,1.267646414,-1.121308603,0.171821667,0.029522685,1
31165,9247,117145,45120,10428,42621,9247,117145,31165,2.791095778,1.64110646,39601.82985,1568304928,0.333333333,0,0.285714286,0.666666667,0.307692308,0.318681319,0,0.666666667,0.307692308,1.949964789,0.306100376,0.211694993,0.04481477,1822,56676,48037,63574,424132,1822,424132,118848.2,56676,4.638517606,2.122705041,154161.0688,23765635143,0.666666667,0.477777778,0.4,0.6875,0.555555556,0.5575,0.4,0.6875,0.555555556,-1.977828339,-0.207772761,0.109529014,0.011996605,0
